88,89394018		Столбец1						
89,82226103							Карман	Частота
76,29585385								
93,55102673								
106,7450999								
86,94931463								
82,03837537								
102,9258389								
77,79416774								
125,255591								
102,9109041								
108,8207874								
112,908415								
108,2080747								
136,1009085								
96,28509103								
130,9369549								
115,1189543								
113,8613506								
135,2587789								
66,05745686								
57,01799222								
82,69763621								
98,32999427								
100,5956572								
85,28804081								
91,39885805								
97,76886366								
94,43965977								
97,60323306								
108,0099611								
118,1372223								
79,81970902								
103,3100673								
105,3678822								
120,723466								
101,1996418								
86,90917087								
77,09084513								
94,52200747								
92,44204247								
101,1643078								
84,98058574								
102,9367241								
108,4792066								
81,69773477								
91,49066483								
101,60282								
113,1324838								
113,7168229								
129,5724168								
99,39218425								
123,3412829								
109,6881518								
93,10633056								
118,2737983								
104,2225583								
93,22686943								
98,18606477								
111,481672								
101,3806103								
82,79437125								
121,5524666								
70,19565676								
85,01963491								
134,3892815								
88,03568035								
118,8662505								
83,64486438								
93,28600664								
85,67916886								
100,7091471								
80,60170721								
136,8726534								
94,95356043								
110,5864596								
87,13328991								
111,9856829								
126,8159323								
92,76222226								
102,6290783								
69,17045747								
106,6972371								
100,1608358								
101,8979362								
100,7678645								
75,20076229								
99,98784352								
103,4687739								
115,3632894								
95,84703154								
84,04665382								
99,40362165								
112,2026141								
105,0279398								
68,95265129								
79,49886978								
109,442879								
85,79985292								
80,25429315								
104,3765037								
88,7272727								
75,75337536								
91,97535722								
82,79828358								
81,94930788								
111,684326								
106,6895377								
111,2234371								
95,30971966								
94,48270876								
87,01027179								
93,98657117								
113,0956429								
98,56740041								
78,10085602								
79,02761803								
95,71612938								
96,67799561								
96,03087959								
87,94986135								
89,19462223								
88,66722563								
89,99469081								
89,63409195								
92,61852865								
118,8198329								
128,4422323								
84,83432473								
88,26386526								
86,8272591								
107,3656005								
99,68763581								
102,3064869								
74,76555119								
97,41483113								
98,27632854								
108,1356007								
108,302241								
69,40063768								
109,2752146								
86,40723707								
111,0280699								
71,31762589								
96,69067263								
110,6680278								
107,330632								
94,81484169								
87,15375524								
96,56304893								
104,7802167								
91,40683399								
89,90899521								
103,6008526								
108,7633509								
89,34204706								
106,716775								
116,7653445								
105,7134767								
98,39620795								
116,3087								
78,48987031								
85,86721009								
95,54863474								
126,2174681								
91,67782259								
116,586403								
108,2847202								
102,8905856								
123,7837399								
114,9721522								
94,6716546								
110,4542252								
108,3915575								
96,44838373								
109,3082159								
95,34828438								
110,6550987								
103,4752371								
99,2975497								
97,34167508								
103,2597682								
95,29159073								
80,66911905								
83,40154002								
140,8690118								
124,7410814								
86,68302037								
81,32345233								
109,7988706								
91,46341313								
105,7717535								
93,84411216								
100,458198								
77,07650707								
91,42043562								
94,62277716								
103,7815387								
99,35182334								
86,09760746								
89,55369278								
115,8576317								
89,46742231								
101,5195196								
107,9522136								
93,99477835								
96,67003674								
113,5947469								
109,9758273								
106,6060403								
96,1426622								
95,3002858								
91,27399409								
92,30563542								
109,0948859								
104,9077448								
93,70761889								
84,66387005								
96,82093669								
96,01211197								
98,05550074								
97,5418899								
78,25644148								
102,5219857								
96,90075049								
95,80174567								
90,15712639								
95,58528506								
96,34819337								
90,40331027								
92,18232236								
109,9791246								
76,19909096								
108,6471246								
119,2062227								
84,44536434								
91,36912445								
99,17203295								
103,6424776								
100,3064728								
108,8097145								
96,14506253								
114,8501293								
114,8472874								
110,977914								
122,622203								
99,34866081								
102,6387237								
111,9332589								
97,6263832								
96,31308561								
99,5167454								
111,7224381								
90,06301179								
91,35451451								
94,25098062								
109,6462284								
127,1916944								
93,69012735								
89,78752652								
101,5152355								
132,7001837								
100,2748368								
76,88237745								
109,8505196								
118,9005312								
88,91509908								
66,50579864								
102,5761405								
95,76231529								
112,4495579								
113,7312354								
103,2789003								
103,9374031								
79,97616607								
86,23489773								
95,29174238								
97,68348238								
92,00440437								
88,8019608								
83,96625524								
110,281629								
132,4308489								
113,8580693								
105,1957243								
91,01413945								
125,3392666								
110,0502608								
100,2212184								
88,96740816								
108,5307009								
98,02477723								
101,7490349								
92,26210524								
93,0317919								
77,79355678								
98,61622122								
139,5844748								
95,83664061								
82,90590329								
107,1402762								
127,5609671								
113,4728382								
84,28143332								
106,7314883								
94,53265127								
78,94082422								
94,31244312								
102,0899444								
87,95175438								
74,85126024								
105,0097947								
88,17870541								
95,85629025								
95,57811571								
99,67931601								
112,9636168								
103,3109627								
105,4334603								
97,46326781								
71,3090649								
91,9029627								
125,0510537								
108,1393202								
92,62531864								
77,81965629								
80,86289231								
98,28877743								
86,1882298								
121,405045								
115,4899071								
100,1091813								
78,80294122								
105,4864736								
67,43729716								
102,3176701								
115,3332091								
112,3165675								
94,70262835								
100,5165905								
98,59729073								
132,3960198								
94,91900372								
109,8931671								
116,171959								
92,37931207								
128,8388604								
69,51899955								
102,8903174								
82,65174821								
82,77088565								
109,1636678								
106,6597774								
111,7676698								
122,362067								
80,89583989								
91,23091582								
78,94402937								
107,6312292								
81,12012008								
119,9980934								
91,18063352								
124,9053023								
92,77078932								
97,87014281								
97,42209377								
103,5320728								
84,93944757								
84,17637798								
71,38242247								
99,14017244								
113,4206282								
80,71677933								
103,9978126								
125,1753314								
105,7012733								
86,11253836								
78,42289964								
92,8148155								
84,71036718								
91,04193539								
109,1711874								
98,94662867								
112,8624558								
81,55880349								
98,07290236								
85,625497								
120,7977828								
105,5603545								
80,9941412								
87,33788506								
82,83094383								
86,41633492								
118,8883866								
121,5245204								
113,9850876								
78,64716974								
82,72821766								
124,6247171								
82,8232253								
107,6015249								
76,93035657								
69,4368401								
106,194672								
85,08377907								
103,400978								
97,99862616								
92,14870092								
91,12252001								
126,7612324								
103,1022033								
99,80960845								
112,7971841								
85,85377962								
104,156309								
99,1216717								
116,1395239								
82,01626736								
116,1829727								
83,08792182								
99,22054376								
101,4061543								
78,36290139								
99,1249902								
122,7051527								
89,34392742								
71,08539962								
81,91094079								
89,75623971								
85,94376738								
107,4568537								
111,9350611								
108,5066637								
105,3159205								
103,6705365								
107,2582601								
90,61100486								
112,0115136								
89,42902725								
106,9836883								
103,8282824								
105,8465402								
104,9777698								
98,71227532								
86,19260253								
113,4600441								
100,4832325								
104,8780723								
90,29776839								
124,9653164								
101,7154045								
80,05429518								
94,95707715								
125,5763528								
86,69690844								
120,6899146								
95,25685061								
75,91817157								
99,79699545								
97,46759234								
106,7293437								
101,5887881								
73,46000842								
100,3719488								
93,29630564								
128,943601								
99,73673363								
92,0108678								
89,31644342								
101,0069523								
117,4078334								
73,23039153								
114,8635956								
95,50944334								
75,01830705								
100,5578861								
105,9116926								
94,57294814								
118,3846012								
110,8794739								
123,4434344								
75,31877644								
102,4988084								
99,17064722								
108,0896401								
105,9592205								
104,8926022								
68,6284285								
106,338715								
85,99651905								
117,4176563								
73,09191294								
98,10273557								
121,3204066								
82,03865744								
111,3556935								
91,54064682								
87,31385968								
101,6145091								
86,83640546								
75,85885843								
89,61823355								
104,2945965								
97,47136194								
97,25555792								
86,90464042								
74,14562284								
84,20877391								
98,68260039								
104,453724								
91,81355006								
84,15116286								
141,9516455								
105,4169083								
99,48794477								
106,543809								
94,28586868								
107,528319								
73,77424183								
69,09485345								
80,35147164								
90,96012774								
88,41701423								
101,4260349								
106,2066623								
116,4262025								
65,2916889								
74,46202915								
102,9810834								
111,8621287								
98,55322406								
109,1099479								
91,22744009								
111,2847604								
91,89565964								
87,19194612								
132,4508515								
104,6264416								
122,8567725								
77,82281077								
105,2369666								
120,1524558								
138,5494026								
88,92022754								
122,0526515								
87,30145654								
111,250747								
103,8947903								
93,66976554								
89,61336998								
106,0236677								
100,7905573								
69,9016389								
87,43084165								
102,5248976								
90,99457601								
83,09859976								
81,31040207								
82,71559001								
130,6794037								
107,0048409								
107,4149335								
115,4768883								
92,91984418								
89,48827326								
112,1993337								
87,56910234								
61,75980286								
107,1944143								
88,69852886								
99,68620318								
116,4932452								
110,062792								
84,4903002								
76,23534599								
101,7591914								
103,7203772								
97,61267705								
107,8509919								
96,83250424								
88,24765989								
103,1132349								
96,30202019								
129,7352336								
73,14892791								
110,2181199								
92,68960191								
82,91260975								
87,19657563								
102,5046118								
90,19733829								
122,7913314								
101,48538								
104,5869978								
120,731224								
66,04063031								
87,46170381								
102,1072345								
94,51864825								
80,13245868								
108,5525511								
110,2426657								
99,16570499								
98,29580461								
125,9926785								
85,42714047								
85,57630728								
121,9541213								
102,7558437								
71,07121337								
79,79457929								
101,7121949								
109,2081045								
71,20983459								
104,8585842								
101,7193426								
110,9650325								
87,88549771								
79,21708399								
110,373413								
91,99972326								
87,18160303								
91,06097399								
114,3075336								
102,9114509								
95,03997662								
82,52189522								
103,4795269								
115,3112242								
89,55393778								
95,44208148								
69,56044344								
88,15034761								
94,16651575								
94,64181703								
87,16269227								
105,5477678								
94,73729075								
112,1748497								
94,15688571								
104,1322438								
79,53675926								
104,2602176								
90,36483644								
83,88086963								
118,1290924								
74,11875073								
75,92472242								
82,91376736								
97,93886201								
90,40551742								
103,0963256								
109,7336357								
65,5824349								
120,1750669								
98,05536802								
87,00334893								
100,5278442								
97,61583741								
122,1467605								
88,25070795								
90,78822281								
127,7880555								
107,1345107								
102,7946283								
103,3024837								
104,5000697								
75,69639336								
109,3842061								
127,9615359								
73,88285317								
116,6291383								
89,71484978								
82,87462978								
84,65011715								
105,3962614								
72,93798071								
74,68618587								
107,5936977								
117,1936356								
91,9121348								
130,6047747								
106,6676775								
96,76097268								
77,00495471								
75,30913447								
121,8239126								
119,1815077								
89,12932414								
109,8942391								
95,89721269								
104,7419987								
112,1158582								
75,89102904								
117,6845322								
77,85487794								
122,7358712								
96,94951523								
99,3557838								
112,0823003								
120,5588141								
84,63066656								
70,30249524								
89,30289214								
92,23403321								
78,76951925								
110,1904622								
85,07969504								
99,47357297								
122,5442148								
113,0268748								
101,4456099								
125,2274768								
83,43865444								
66,77732462								
105,9006947								
98,80529351								
101,121827								
67,59614895								
88,15093699								
89,92509072								
81,34295118								
73,36346391								
72,19212804								
123,802741								
127,8619865								
121,0384515								
103,0198354								
105,786986								
106,9894093								
116,5468992								
79,33839566								
95,6475114								
88,97231265								
103,8897015								
78,09858316								
93,32865475								
104,3801245								
105,0997326								
84,97583467								
101,0801285								
101,123197								
88,52307053								
110,7611702								
117,4245587								
119,7117902								
90,79380363								
101,7111404								
101,9726006								
114,0942963								
115,5838027								
102,2713714								
92,34749506								
94,0636108								
90,88178657								
97,20124225								
119,7303762								
113,0695346								
81,85391429								
99,38492479								
83,31794481								
103,3625344								
99,34520432								
96,07231383								
85,19932516								
80,27473533								
109,2348459								
86,77184676								
79,45946103								
102,1606401								
98,44558566								
66,26904352								
112,9527027								
74,73239729								
88,27702487								
108,7692813								
123,2653177								
82,01714876								
117,9531952								
101,8929616								
143,5131835								
86,38978274								
99,8069595								
92,43198793								
80,72689284								
107,0116603								
101,3045361								
115,311623								
95,8281822								
137,2222995								
80,27251925								
86,81337074								
70,19906491								
110,163091								
82,35327789								
91,61894615								
88,27149962								
106,9563128								
106,8455927								
107,8754736								
110,9416285								
69,99662519								
103,441443								
98,0656163								
71,51409414								
117,2392975								
122,6591006								
109,5006278								
86,44835373								
94,22363208								
101,3350064								
120,8074725								
96,49977373								
73,11039274								
122,1262418								
90,15858568								
112,6998372								
112,9214319								
114,6929126								
114,2997547								
89,54236839								
95,20107378								
90,12993799								
101,265249								
103,8617093								
111,0672115								
113,784854								
111,2063817								
131,4254201								
99,74242253								
101,9172887								
106,107181								
113,9741081								
115,6434039								
88,17349188								
96,09315844								
88,90892479								
85,90515088								
87,62612947								
128,0421529								
109,4709752								
96,68725855								
97,80448754								
94,71096199								
97,47343133								
106,0819087								
133,925637								
124,0869707								
88,6442568								
75,38085126								
97,19961964								
94,86941505								
120,4510411								
124,1779665								
113,987727								
113,0098266								
99,84007468								
99,28785676								
102,9277368								
86,13098839								
117,329672								
130,0419026								
100,9347939								
73,84878412								
84,73045971								
95,82561776								
82,66159411								
87,4182384								
80,72676317								
75,67419676								
110,9995705								
90,46759154								
97,61644181								
87,98462701								
114,367605								
78,00966593								
116,02623								
137,2433143								
115,0956147								
107,5453055								
79,23576816								
108,3598396								
92,49819187								
124,2048585								
107,5357572								
139,2349634								
84,80592027								
111,6385266								
105,2594136								
101,6410385								
96,50235714								
95,88445528								
88,85762008								
112,9753554								
82,07153599								
80,10763028								
87,39554355								
95,51259319								
108,2819628								
86,80981616								
97,21466332								
86,30305422								
104,8537464								
102,2884513								
124,1882494								
110,1637435								
100,6238388								
106,1689123								
105,8516434								
115,6847867								
110,5799602								
87,31303753								
92,1817617								
90,39497885								
97,0818413								
99,61901227								
111,9776495								
114,6660007								
73,84718904								
96,28872886								
101,8934281								
81,42521898								
86,01571459								
89,77232225								
98,8888787								
110,0931204								
104,1616262								
91,89442956								
110,3687803								
104,286847								
97,33038071								
106,2156306								
94,01073505								
94,22368416								
107,4156884								
100,1458988								
100,6872384								
125,991944								
131,9361708								
84,40719799								
111,4828372								
102,8064713								
79,68812553								
106,7013667								
81,95382725								
90,55538622								
111,0910305								
77,52311227								
85,40779517								
107,0639476								
108,5692113								
105,8453876								
119,4070338								
125,7234152								
95,95774803								
114,4995025								
97,30360871								
107,006831								
118,2064455								
124,8467111								
98,23791447								
95,72093567								
87,95785933								
108,9362926								
118,3682978								
88,32817308								
90,75185992								
93,17043686								
103,7668672								
85,63704171								
116,908527								
118,0931637								
99,40438339								
98,89341099								
107,8284403								
96,84918118								
80,37869662								
82,6238999								
118,9375553								
120,6707447								
77,66769899								
125,236908								
95,73911099								
73,84495694								
116,9560186								
107,0596325								
59,83655564								
118,8712096								
118,9578043								
96,61230264								
113,3154211								
102,7648124								
71,32236188								
108,6907614								
113,1527975								
115,9754779								
119,4018347								
99,32512458								
108,6832078								
119,8105718								
76,44572393								
105,9925769								
143,4864364								
113,7698655								
79,82915654								
103,6663949								
86,839883								
103,4381103								
100,9741609								
87,72381178								
73,38263852								
112,8784295								
103,1915312								
93,03992556								
82,23559979								
80,07380024								
85,74384162								
97,75697358								
113,3557516								
125,2189312								
103,6672013								
129,3988701								
76,44393631								
90,40342581								
93,85420127								
95,78491487								
116,9072952								
96,76689267								
65,00913304								
79,99861509								
103,66892								
104,214764								
120,0433394								
97,31157853								
96,58174183								
78,91617821								
82,60302477								
117,4934541								
109,2309779								
87,6524148								
97,89171655								
103,3429199								
131,4640774								
116,6303726								
114,5873728								
67,67119596								
78,42093921								
92,09496939								
114,8335023								
105,6127011								
101,6919122								
80,00171281								
83,42947781								
79,40908927								
104,9988184								
100,7843877								
96,19018136								
97,611886								
104,5158676								
89,59413384								
103,4505904								
101,6153387								
110,4874705								
106,8683462								
115,2641559								
106,3976583								
113,2712127								
81,30654057								
88,41731565								
71,61196553								
105,5833823								
108,1411989								
68,5123435								
100,906355								
93,50606028								
93,10933838								
65,68833009								
132,8534728								
113,0474831								
97,76302284								
109,3964691								
98,88294741								
105,6895032								
74,16412916								
108,7635129								
104,9907161								
121,4216359								
99,87465075								
84,41208438								
115,1727256								
89,30298088								
106,0821027								
101,7068332								
88,17524791								
100,9186217								
91,90852902								
74,17298164								
110,5364867								
124,3918789								
120,2881406								
93,41232529								
99,64478505								
91,27755679								
74,73479537								
90,36266805								
58,146382								
70,6789578								
105,5769971								
86,68547724								
77,89170593								
123,9756366								
67,20442822								
73,28483895								
108,9877459								
111,4436749								
113,0439258								
121,6887916								
83,05216785								
80,7495242								
95,6285145								
90,19571532								
106,7666864								
94,07994499								
56,75500263								
93,86657445								
100,607847								
82,07107617								
110,1864896								
75,14487288								
107,0748386								
114,6312866								
129,6771715								
102,812233								
78,4698895								
128,5914684								
107,916016								
126,6486817								
117,3245593								
115,0448786								
93,81649705								
63,48496576								
121,5084926								
80,66368816								
103,5178657								
110,8153617								
109,8281054								
96,4776464								
93,2861001								
113,9217176								
71,9899509								
89,33075346								
87,72003604								
108,568299								
107,3464672								
97,62031907								
95,83343096								
87,07069307								
90,06671428								
124,5474432								
123,4606293								
121,9217261								
112,42873								
101,0830321								
94,08585495								
80,06380385								
70,50891942								
102,587448								
111,8886661								
107,6299177								
104,7830586								
103,5798313								
106,1208112								
88,95704375								
97,41382237								
88,91571258								
131,601877								
107,4384492								
109,007477								
78,46779406								
99,98685102								
108,8912501								
94,99571602								
121,6620217								
103,4450094								
117,0609012								
102,3762952								
132,7174905								
91,84036476								
114,7663813								
98,46734418								
126,263129								
118,3558597								
78,65510848								
102,6448105								
128,107216								
102,056375								
78,01062071								
89,43925485								
105,468871								
85,39934503								
109,7446009								
92,18856767								
142,5994509								
91,08063842								
107,200772								
116,3310473								
112,1179034								
98,63479081								
114,3918196								
105,9138685								
128,4979408								
66,70851402								
96,54127532								
94,27422862								
77,93933832								
120,3373081								
78,73869682								
83,81699528								
127,0699828								
81,82664843								
115,9175391								
109,3913744								
109,1814446								
123,1163794								
121,0324014								
104,0086334								
79,50267169								
76,57822898								
88,48557276								
87,88311229								
116,9496795								
108,1094133								
71,27105333								
137,914591								
89,86737686								
103,6855782								
83,77814904								
125,47871								
66,1602159								
95,14997031								
93,83650452								
122,3032253								
90,07681318								
89,51913827								
114,7784502								
94,11403057								
119,6126228								
90,30089488								
143,4056446								
89,82456238								
108,0887928								
104,2480296								
111,4905672								
115,6423388								
80,0933902								
89,63222581								
85,83882582								
99,5406525								
124,3780702								
94,57766543								
66,25080018								
111,1753213								
76,8817534								
85,04505027								
80,80224303								
98,40243698								
77,07948095								
115,2201094								
104,6827411								
103,5806257								
102,7093561								
78,11045263								
125,5203117								
109,8182436								
74,85149783								
101,5782904								
111,1575127								
108,17706								
108,5374786								
87,74293009								
106,6085649								
109,5622553								
100,972738								
93,12913744								
96,28095564								
99,66962191								
112,8625517								
108,6089188								
101,3642604								
127,8432027								
84,99522607								
117,0385871								
107,0538151								
105,0139111								
76,09533033								
97,9108069								
127,0478866								
98,4913521								
72,87830315								
122,289831								
65,82687684								
87,63989831								
110,8692923								
87,39227355								
114,557599								
118,7046463								
72,8645791								
88,49717539								
101,7583784								
93,7893434								
85,27830201								
102,3154515								
90,1281505								
108,1659096								
109,3670209								
113,5929309								
103,5608259								
102,8645467								
117,9217935								
49,88136548								
119,7161947								
99,77137696								
96,33312034								
96,14903778								
90,79820882								
91,75518211								
114,5157358								
112,2084506								
113,0972633								
102,2318139								
98,9289999								
114,2454257								
94,98125448								
105,0764728								
127,3694608								
95,89093398								
101,1272238								
118,7995026								
75,28303274								
92,98700251								
105,2145258								
95,04649883								
109,566287								
94,82386976								
98,59425203								
103,7239786								
74,54730765								
101,7782513								
122,8183904								
135,6836112								
106,0119036								
83,26926593								
107,9556754								
96,48884517								
107,2670806								
89,40450907								
113,7901234								
116,3747541								
93,47240193								
114,7382656								
98,11364305								
89,95565393								
92,56594063								
111,9513668								
101,4303469								
109,3256225								
102,8645049								
58,91214417								
77,43344345								
103,2534154								
114,5893291								
75,8613816								
115,1342444								
105,771586								
80,11052482								
77,75647555								
95,50104223								
80,48247679								
103,428009								
86,14334483								
119,5088856								
114,3363303								
87,53499824								
104,2850011								
89,30636143								
89,20696279								
100,5533721								
108,2085859								
81,19086398								
99,8020109								
110,9317254								
97,74448992								
105,1161021								
101,2440421								
115,7801071								
97,7045957								
93,77381809								
121,4332619								
91,15263179								
117,4744577								
91,55606927								
94,98735952								
107,5691105								
115,0632896								
117,7356117								
113,4830215								
79,31488571								
84,27358428								
65,29975288								
109,2079023								
